id,label,region,layer,oem_group,node_type,control_boundary,confidence,notes,source_name,source_url,source_date,evidence_note,evidence_status,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
us_tesla__cloudvendor__aws,AWS,us,Cloud Infrastructure,Tesla,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://aws.amazon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_26b0ec0509,,1,,1.0,REFERENCED
us_tesla__cloudvendor__microsoft_azure,Microsoft Azure,us,Cloud Infrastructure,Tesla,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://azure.microsoft.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e668a1ba4d,,1,,1.0,REFERENCED
us_tesla__cloudvendor__google_cloud,Google Cloud,us,Cloud Infrastructure,Tesla,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_8df3f1239a,,1,,1.0,REFERENCED
us_tesla__ins__geico,GEICO,us,External Insurance & Risk Ecosystem,Tesla,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e88f85ec24,,1,,1.0,ASSUMED
us_tesla__ins__progressive,Progressive,us,External Insurance & Risk Ecosystem,Tesla,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_8ffcde6485,,1,,1.0,ASSUMED
us_tesla__ins__state_farm,State Farm,us,External Insurance & Risk Ecosystem,Tesla,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_91a7a6648c,,1,,1.0,ASSUMED
us_tesla__chg__electrify_america,Electrify America,us,Energy & Charging,Tesla,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c030551d7e,,1,,1.0,ASSUMED
us_tesla__chg__chargepoint,ChargePoint,us,Energy & Charging,Tesla,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_bfcd8e31ac,,1,,1.0,ASSUMED
us_tesla__chg__evgo,EVgo,us,Energy & Charging,Tesla,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_844283fe15,,1,,1.0,ASSUMED
us_tesla__chg__tesla_supercharger,Tesla Supercharger,us,Energy & Charging,Tesla,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6eec6905b7,,1,,1.0,ASSUMED
us_tesla__adas__mobileye,Mobileye,us,Semiconductor & Compute,Tesla,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_442417fee4,,1,,1.0,REFERENCED
us_tesla__adas__nvidia_drive,NVIDIA DRIVE,us,Semiconductor & Compute,Tesla,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4cac233db7,,1,,1.0,ASSUMED
us_tesla__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,us,Semiconductor & Compute,Tesla,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_10abc436b4,,1,,1.0,ASSUMED
us_tesla__adas__bosch_adas,Bosch ADAS,us,Tier-1 Hardware Suppliers,Tesla,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e2e99c332a,,1,,1.0,ASSUMED
us_tesla__adas__continental_adas,Continental ADAS,us,Tier-1 Hardware Suppliers,Tesla,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9a95d18838,,1,,1.0,ASSUMED
us_tesla__adas__aptiv_adas,Aptiv ADAS,us,Tier-1 Hardware Suppliers,Tesla,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_39735e8801,,1,,1.0,ASSUMED
us_tesla__map__here_technologies,HERE Technologies,us,Product APIs,Tesla,Mapping,external,soft,HD maps + location,Company website,https://www.here.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ba8cc1e627,,1,,1.0,REFERENCED
us_tesla__map__tomtom,TomTom,us,Product APIs,Tesla,Mapping,external,soft,Maps + traffic,Company website,https://www.tomtom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ad171b95bd,,1,,1.0,REFERENCED
us_tesla__map__google_maps_platform,Google Maps Platform,us,Product APIs,Tesla,Mapping,external,soft,Maps + routing,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9e1b581d45,,1,,1.0,ASSUMED
us_tesla__dealer_vendor__cdk_global,CDK Global,us,Dealer Systems,Tesla,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://www.cdkglobal.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ff3273cbda,,1,,1.0,REFERENCED
us_tesla__dealer_vendor__reynolds_and_reynolds,Reynolds and Reynolds,us,Dealer Systems,Tesla,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://www.reyrey.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_96db142016,,1,,1.0,REFERENCED
us_tesla__dealer_vendor__tekion,Tekion,us,Dealer Systems,Tesla,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://tekion.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_9f2330ba3e,,1,,1.0,REFERENCED
us_tesla__fleet__geotab,Geotab,us,Fleet & Enterprise Integrations,Tesla,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.geotab.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_306515eb80,,1,,1.0,REFERENCED
us_tesla__fleet__samsara,Samsara,us,Fleet & Enterprise Integrations,Tesla,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.samsara.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_70a8aec273,,1,,1.0,REFERENCED
us_tesla__fleet__verizon_connect,Verizon Connect,us,Fleet & Enterprise Integrations,Tesla,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_fdc15ec0e2,,1,,1.0,ASSUMED
us_rivian__holdco,Rivian,us,Ownership & Brand Stack,Rivian,HOLDCO,oem,hard,OEM group parent,Company structure (general),,2026-03-02,Entity node,ASSUMED,n_cac9661881,,1,,1.0,ASSUMED
us_rivian__os,Vehicle OS Platform (Rivian),us,Vehicle OS & Middleware,Rivian,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b0c64efca0,,1,,1.0,ASSUMED
us_rivian__ota,OTA Update Service (Rivian),us,OTA & Software Update Infrastructure,Rivian,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ce148ca42f,,1,,1.0,ASSUMED
us_rivian__tcu,Telematics Gateway/TCU (Rivian),us,Telematics & TCU,Rivian,Telematics,oem,medium,Vehicle telemetry gateway,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3c6f404f47,,1,,1.0,ASSUMED
us_rivian__carrier,Carrier/MVNO (Rivian),us,Connectivity Providers,Rivian,Connectivity,external,soft,Carrier partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_bf2f112861,,1,,1.0,ASSUMED
us_rivian__cloud,Cloud Hosting (Rivian),us,Cloud Infrastructure,Rivian,Cloud,external,soft,Cloud mix varies by program,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_827cdfc86d,,1,,1.0,ASSUMED
us_rivian__stream,Streaming Layer (Rivian),us,Streaming & Data Lake,Rivian,DataPlatform,oem,medium,Ingestion + streaming layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6a2480624a,,1,,1.0,ASSUMED
us_rivian__lake,Lakehouse (Rivian),us,Streaming & Data Lake,Rivian,DataPlatform,oem,medium,Long-term telemetry storage,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4e6506ea68,,1,,1.0,ASSUMED
us_rivian__ai,AI/Analytics (Rivian),us,AI / Analytics,Rivian,AI,oem,medium,ML analytics over vehicle + customer data,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5ea2627108,,1,,1.0,ASSUMED
us_rivian__api,Product APIs (Rivian),us,Product APIs,Rivian,API,oem,medium,External + internal API surface,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_82ab7843e8,,1,,1.0,ASSUMED
us_rivian__gov,Governance Controls (State Privacy (CCPA etc.)),us,Data Governance & Sovereignty,Rivian,Governance,regulatory,hard,Consent/retention/access + localization rules,California DOJ (CCPA),https://oag.ca.gov/privacy/ccpa,2026-03-02,CCPA overview and resources.,VERIFIED,n_c685978486,,0,2026-03-02,4.0,VERIFIED
us_rivian__reg,Regulators (NHTSA Cyber/Update Guidance),us,Regulators,Rivian,Regulator,regulatory,hard,Cybersecurity + software update governance / reporting,NHTSA (Cybersecurity Best Practices),https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/812333_cybersecurityformodernvehicles.pdf,2026-03-02,NHTSA cybersecurity best practices guidance (PDF).,VERIFIED,n_f2740f681b,,0,2026-03-02,4.0,VERIFIED
us_rivian__dms,Dealer Systems (US),us,Dealer Systems,Rivian,DealerTech,external,soft,Dealer management layer; vendor varies by country,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9b6f9c1536,,1,,1.0,ASSUMED
us_rivian__tier1__bosch,Bosch,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.bosch.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_3fdb015bae,,1,,1.0,REFERENCED
us_rivian__tier1__continental,Continental,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.continental.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_693bfc0af1,,1,,1.0,REFERENCED
us_rivian__tier1__zf,ZF,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.zf.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_174bd63785,,1,,1.0,REFERENCED
us_rivian__tier1__valeo,Valeo,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.valeo.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0e2e5f9ae8,,1,,1.0,REFERENCED
us_rivian__tier1__forvia,Forvia,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e80debddf7,,1,,1.0,ASSUMED
us_rivian__tier1__aptiv,Aptiv,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.aptiv.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_979c07d0f0,,1,,1.0,REFERENCED
us_rivian__tier1__magna_international,Magna International,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9d8a283812,,1,,1.0,ASSUMED
us_rivian__tier1__lear_corporation,Lear Corporation,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d184cabbb9,,1,,1.0,ASSUMED
us_rivian__tier1__denso,Denso,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4879834ae6,,1,,1.0,ASSUMED
us_rivian__tier1__aisin,Aisin,us,Tier-1 Hardware Suppliers,Rivian,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_601a84fba2,,1,,1.0,ASSUMED
us_rivian__battery__catl,CATL,us,Battery & Cell Suppliers,Rivian,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_26730ba416,,1,,1.0,ASSUMED
us_rivian__battery__byd_battery,BYD Battery,us,Battery & Cell Suppliers,Rivian,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_32d2637d26,,1,,1.0,ASSUMED
us_rivian__battery__lg_energy_solution,LG Energy Solution,us,Battery & Cell Suppliers,Rivian,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c933199284,,1,,1.0,ASSUMED
us_rivian__battery__sk_on,SK On,us,Battery & Cell Suppliers,Rivian,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c678a17930,,1,,1.0,ASSUMED
us_rivian__battery__samsung_sdi,Samsung SDI,us,Battery & Cell Suppliers,Rivian,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d0e2ad449d,,1,,1.0,ASSUMED
us_rivian__battery__panasonic_energy,Panasonic Energy,us,Battery & Cell Suppliers,Rivian,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_fd2ca52e79,,1,,1.0,ASSUMED
us_rivian__chip__nvidia,NVIDIA,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nvidia.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_d236a9bcea,,1,,1.0,REFERENCED
us_rivian__chip__qualcomm,Qualcomm,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.qualcomm.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ff5998d74d,,1,,1.0,REFERENCED
us_rivian__chip__nxp,NXP,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nxp.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_553979707c,,1,,1.0,REFERENCED
us_rivian__chip__renesas,Renesas,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.renesas.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_1bb6557260,,1,,1.0,REFERENCED
us_rivian__chip__infineon,Infineon,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.infineon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0820557b60,,1,,1.0,REFERENCED
us_rivian__chip__stmicroelectronics,STMicroelectronics,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.st.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_6d5be2cb21,,1,,1.0,REFERENCED
us_rivian__chip__texas_instruments,Texas Instruments,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.ti.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ca465999c7,,1,,1.0,REFERENCED
us_rivian__chip__intel,Intel,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_46b44124ee,,1,,1.0,ASSUMED
us_rivian__chip__mobileye,Mobileye,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_b3152700fb,,1,,1.0,REFERENCED
us_rivian__chip__amd,AMD,us,Semiconductor & Compute,Rivian,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_fe5412b2d1,,1,,1.0,ASSUMED
us_rivian__telco__verizon,Verizon,us,Connectivity Providers,Rivian,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.verizon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_3153d4bc03,,1,,1.0,REFERENCED
us_rivian__telco__at_t,AT&T,us,Connectivity Providers,Rivian,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.att.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_48fcfa4e81,,1,,1.0,REFERENCED
us_rivian__telco__t_mobile,T-Mobile,us,Connectivity Providers,Rivian,Connectivity,external,soft,Connectivity partner; varies by market,Company website,https://www.t-mobile.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_03971dfe5e,,1,,1.0,REFERENCED
us_rivian__cloudvendor__aws,AWS,us,Cloud Infrastructure,Rivian,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://aws.amazon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_1d84979c6a,,1,,1.0,REFERENCED
us_rivian__cloudvendor__microsoft_azure,Microsoft Azure,us,Cloud Infrastructure,Rivian,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://azure.microsoft.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_1cc14a3c89,,1,,1.0,REFERENCED
us_rivian__cloudvendor__google_cloud,Google Cloud,us,Cloud Infrastructure,Rivian,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_2e2178bbb1,,1,,1.0,REFERENCED
us_rivian__ins__geico,GEICO,us,External Insurance & Risk Ecosystem,Rivian,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_83dc813da2,,1,,1.0,ASSUMED
us_rivian__ins__progressive,Progressive,us,External Insurance & Risk Ecosystem,Rivian,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_fd445c39e1,,1,,1.0,ASSUMED
us_rivian__ins__state_farm,State Farm,us,External Insurance & Risk Ecosystem,Rivian,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_918fc04bfc,,1,,1.0,ASSUMED
us_rivian__chg__electrify_america,Electrify America,us,Energy & Charging,Rivian,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e9553dcf8f,,1,,1.0,ASSUMED
us_rivian__chg__chargepoint,ChargePoint,us,Energy & Charging,Rivian,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_36c7ee7ba0,,1,,1.0,ASSUMED
us_rivian__chg__evgo,EVgo,us,Energy & Charging,Rivian,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_dfbf3f2c0f,,1,,1.0,ASSUMED
us_rivian__chg__tesla_supercharger,Tesla Supercharger,us,Energy & Charging,Rivian,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7ffa30128d,,1,,1.0,ASSUMED
us_rivian__adas__mobileye,Mobileye,us,Semiconductor & Compute,Rivian,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_d17280f3b1,,1,,1.0,REFERENCED
us_rivian__adas__nvidia_drive,NVIDIA DRIVE,us,Semiconductor & Compute,Rivian,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_18f9f917c5,,1,,1.0,ASSUMED
us_rivian__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,us,Semiconductor & Compute,Rivian,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7cceead51e,,1,,1.0,ASSUMED
us_rivian__adas__bosch_adas,Bosch ADAS,us,Tier-1 Hardware Suppliers,Rivian,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f2f490b0c4,,1,,1.0,ASSUMED
us_rivian__adas__continental_adas,Continental ADAS,us,Tier-1 Hardware Suppliers,Rivian,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_490c4f7895,,1,,1.0,ASSUMED
us_rivian__adas__aptiv_adas,Aptiv ADAS,us,Tier-1 Hardware Suppliers,Rivian,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_bd47f35ea0,,1,,1.0,ASSUMED
us_rivian__map__here_technologies,HERE Technologies,us,Product APIs,Rivian,Mapping,external,soft,HD maps + location,Company website,https://www.here.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_7a035955a8,,1,,1.0,REFERENCED
us_rivian__map__tomtom,TomTom,us,Product APIs,Rivian,Mapping,external,soft,Maps + traffic,Company website,https://www.tomtom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_aeab1052a1,,1,,1.0,REFERENCED
us_rivian__map__google_maps_platform,Google Maps Platform,us,Product APIs,Rivian,Mapping,external,soft,Maps + routing,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ed7e1fc21c,,1,,1.0,ASSUMED
us_rivian__dealer_vendor__cdk_global,CDK Global,us,Dealer Systems,Rivian,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://www.cdkglobal.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e6e9f917cb,,1,,1.0,REFERENCED
us_rivian__dealer_vendor__reynolds_and_reynolds,Reynolds and Reynolds,us,Dealer Systems,Rivian,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://www.reyrey.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_4cd720f69e,,1,,1.0,REFERENCED
us_rivian__dealer_vendor__tekion,Tekion,us,Dealer Systems,Rivian,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Company website,https://tekion.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0bd9368511,,1,,1.0,REFERENCED
us_rivian__fleet__geotab,Geotab,us,Fleet & Enterprise Integrations,Rivian,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.geotab.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e5ce544199,,1,,1.0,REFERENCED
us_rivian__fleet__samsara,Samsara,us,Fleet & Enterprise Integrations,Rivian,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Company website,https://www.samsara.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_5b323fb75c,,1,,1.0,REFERENCED
us_rivian__fleet__verizon_connect,Verizon Connect,us,Fleet & Enterprise Integrations,Rivian,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_8ddbcaaddb,,1,,1.0,ASSUMED
us_lucid_motors__holdco,Lucid Motors,us,Ownership & Brand Stack,Lucid Motors,HOLDCO,oem,hard,OEM group parent,Company structure (general),,2026-03-02,Entity node,ASSUMED,n_b174a097de,,1,,1.0,ASSUMED
us_lucid_motors__os,Vehicle OS Platform (Lucid Motors),us,Vehicle OS & Middleware,Lucid Motors,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_303068f37c,,1,,1.0,ASSUMED
us_lucid_motors__ota,OTA Update Service (Lucid Motors),us,OTA & Software Update Infrastructure,Lucid Motors,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_75705bbcf6,,1,,1.0,ASSUMED
us_lucid_motors__tcu,Telematics Gateway/TCU (Lucid Motors),us,Telematics & TCU,Lucid Motors,Telematics,oem,medium,Vehicle telemetry gateway,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b3450b2388,,1,,1.0,ASSUMED
us_lucid_motors__carrier,Carrier/MVNO (Lucid Motors),us,Connectivity Providers,Lucid Motors,Connectivity,external,soft,Carrier partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_52f3a3ffc9,,1,,1.0,ASSUMED
us_lucid_motors__cloud,Cloud Hosting (Lucid Motors),us,Cloud Infrastructure,Lucid Motors,Cloud,external,soft,Cloud mix varies by program,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_bebfbfce84,,1,,1.0,ASSUMED
