id,source,target,relation,confidence,region,notes,source_name,source_url,source_date,evidence_note,evidence_status,telemetry_edge,verified_edge,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
e1520,us_tesla__tier1__bosch,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d5531e8c04,,1,,1,ASSUMED
e1521,us_tesla__tier1__continental,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_fe78fc8f8b,,1,,1,ASSUMED
e1522,us_tesla__tier1__zf,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_980385d30b,,1,,1,ASSUMED
e1523,us_tesla__tier1__valeo,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_37a69e6e8d,,1,,1,ASSUMED
e1524,us_tesla__tier1__forvia,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_482f9b4741,,1,,1,ASSUMED
e1525,us_tesla__tier1__aptiv,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9a51f4d215,,1,,1,ASSUMED
e1526,us_tesla__tier1__magna_international,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b7947e4d2e,,1,,1,ASSUMED
e1527,us_tesla__tier1__lear_corporation,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_f045d08777,,1,,1,ASSUMED
e1528,us_tesla__tier1__denso,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_e9ce464b5a,,1,,1,ASSUMED
e1529,us_tesla__tier1__aisin,us_tesla__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_93664da57a,,1,,1,ASSUMED
e1530,us_tesla__battery__catl,us_tesla__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_5a6821fb43,,1,,1,ASSUMED
e1531,us_tesla__battery__byd_battery,us_tesla__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3efd0c5cad,,1,,1,ASSUMED
e1532,us_tesla__battery__lg_energy_solution,us_tesla__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_2791458fd0,,1,,1,ASSUMED
e1533,us_tesla__battery__sk_on,us_tesla__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ea4c7f6b30,,1,,1,ASSUMED
e1534,us_tesla__battery__samsung_sdi,us_tesla__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_412b9576b2,,1,,1,ASSUMED
e1535,us_tesla__battery__panasonic_energy,us_tesla__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_2d80d4e398,,1,,1,ASSUMED
e1536,us_tesla__chip__nvidia,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_5d17b951e6,,1,,1,ASSUMED
e1537,us_tesla__chip__qualcomm,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_8659f6bf7e,,1,,1,ASSUMED
e1538,us_tesla__chip__nxp,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_454a3d15c1,,1,,1,ASSUMED
e1539,us_tesla__chip__renesas,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c8285eadbd,,1,,1,ASSUMED
e1540,us_tesla__chip__infineon,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_296e5840e0,,1,,1,ASSUMED
e1541,us_tesla__chip__stmicroelectronics,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_dc4d2fe59d,,1,,1,ASSUMED
e1542,us_tesla__chip__texas_instruments,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3adae99943,,1,,1,ASSUMED
e1543,us_tesla__chip__intel,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3d569f9f95,,1,,1,ASSUMED
e1544,us_tesla__chip__mobileye,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a23710b611,,1,,1,ASSUMED
e1545,us_tesla__chip__amd,us_tesla__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c149f189b9,,1,,1,ASSUMED
e1546,us_tesla__telco__verizon,us_tesla__carrier,PARTNERS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_00d5e30043,,1,,1,ASSUMED
e1547,us_tesla__telco__at_t,us_tesla__carrier,PARTNERS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d9d906aff4,,1,,1,ASSUMED
e1548,us_tesla__telco__t_mobile,us_tesla__carrier,PARTNERS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_8a27a4dc88,,1,,1,ASSUMED
e1549,us_tesla__cloudvendor__aws,us_tesla__cloud,HOSTS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ce7ad413d2,,1,,1,ASSUMED
e1550,us_tesla__cloudvendor__microsoft_azure,us_tesla__cloud,HOSTS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9fd16d42c9,,1,,1,ASSUMED
e1551,us_tesla__cloudvendor__google_cloud,us_tesla__cloud,HOSTS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3e2b6182bf,,1,,1,ASSUMED
e1552,us_tesla__api,us_tesla__ins__geico,POTENTIAL TELEMATICS PARTNER,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3a5ae321c7,,1,,1,ASSUMED
e1553,us_tesla__api,us_tesla__ins__progressive,POTENTIAL TELEMATICS PARTNER,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9bee1e9b02,,1,,1,ASSUMED
e1554,us_tesla__api,us_tesla__ins__state_farm,POTENTIAL TELEMATICS PARTNER,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_e6f79f0729,,1,,1,ASSUMED
e1555,us_tesla__api,us_tesla__chg__electrify_america,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_6e0c549b8b,,1,,1,ASSUMED
e1556,us_tesla__api,us_tesla__chg__chargepoint,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_83f12f7f92,,1,,1,ASSUMED
e1557,us_tesla__api,us_tesla__chg__evgo,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_0d09d8c102,,1,,1,ASSUMED
e1558,us_tesla__api,us_tesla__chg__tesla_supercharger,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7ba619f778,,1,,1,ASSUMED
e1559,us_tesla__adas__mobileye,us_tesla__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c077707159,,1,,1,ASSUMED
e1560,us_tesla__adas__mobileye,us_tesla__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_4f6af8f39e,,1,,1,ASSUMED
e1561,us_tesla__adas__nvidia_drive,us_tesla__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9ea6775432,,1,,1,ASSUMED
e1562,us_tesla__adas__nvidia_drive,us_tesla__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_368f296259,,1,,1,ASSUMED
e1563,us_tesla__adas__qualcomm_snapdragon_ride,us_tesla__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_22a68fd980,,1,,1,ASSUMED
e1564,us_tesla__adas__qualcomm_snapdragon_ride,us_tesla__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_adf8b39d52,,1,,1,ASSUMED
e1565,us_tesla__adas__bosch_adas,us_tesla__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7f7fe8f77b,,1,,1,ASSUMED
e1566,us_tesla__adas__bosch_adas,us_tesla__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_a1707a9c41,,1,,1,ASSUMED
e1567,us_tesla__adas__continental_adas,us_tesla__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_0a33d4cfc2,,1,,1,ASSUMED
e1568,us_tesla__adas__continental_adas,us_tesla__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_c897c20af5,,1,,1,ASSUMED
e1569,us_tesla__adas__aptiv_adas,us_tesla__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_50e60bee42,,1,,1,ASSUMED
e1570,us_tesla__adas__aptiv_adas,us_tesla__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_0965ffe860,,1,,1,ASSUMED
e1571,us_tesla__api,us_tesla__map__here_technologies,CONSUMES API,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d9579080d8,,1,,1,ASSUMED
e1572,us_tesla__api,us_tesla__map__tomtom,CONSUMES API,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_d89b932905,,1,,1,ASSUMED
e1573,us_tesla__api,us_tesla__map__google_maps_platform,CONSUMES API,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_dc3580cf4a,,1,,1,ASSUMED
e1574,us_tesla__dealer_vendor__cdk_global,us_tesla__dms,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ded737808e,,1,,1,ASSUMED
e1575,us_tesla__dealer_vendor__reynolds_and_reynolds,us_tesla__dms,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b121b22713,,1,,1,ASSUMED
e1576,us_tesla__dealer_vendor__tekion,us_tesla__dms,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9c9b288cb4,,1,,1,ASSUMED
e1577,us_tesla__api,us_tesla__fleet__geotab,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3bda7f10f7,,1,,1,ASSUMED
e1578,us_tesla__lake,us_tesla__fleet__geotab,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_8e20cc14b0,,1,,1,ASSUMED
e1579,us_tesla__api,us_tesla__fleet__samsara,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_5ed56ea9f5,,1,,1,ASSUMED
e1580,us_tesla__lake,us_tesla__fleet__samsara,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_0dc6857046,,1,,1,ASSUMED
e1581,us_tesla__api,us_tesla__fleet__verizon_connect,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_45d34fb40c,,1,,1,ASSUMED
e1582,us_tesla__lake,us_tesla__fleet__verizon_connect,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_3c324f7900,,1,,1,ASSUMED
e1583,us_rivian__holdco,us_rivian__os,CONTROLS,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9b21d5b857,,1,,1,ASSUMED
e1584,us_rivian__os,us_rivian__ota,PROCESSES,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_29664de591,,1,,1,ASSUMED
e1585,us_rivian__ota,us_rivian__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_ad072a5e87,,1,,1,ASSUMED
e1586,us_rivian__tcu,us_rivian__carrier,ROUTES DATA,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_5a40cff442,,1,,1,ASSUMED
e1587,us_rivian__carrier,us_rivian__cloud,ROUTES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_f99b2b9176,,1,,1,ASSUMED
e1588,us_rivian__cloud,us_rivian__stream,INGESTS,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_fef88842cf,,1,,1,ASSUMED
e1589,us_rivian__stream,us_rivian__lake,STORES,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_196bd9d427,,1,,1,ASSUMED
e1590,us_rivian__lake,us_rivian__ai,FEEDS,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7588d222fa,,1,,1,ASSUMED
e1591,us_rivian__lake,us_rivian__api,EXPOSES DATA,medium,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_05a5026007,,1,,1,ASSUMED
e1592,us_rivian__gov,us_rivian__cloud,REGULATORY COMPLIANCE,hard,us,Policy/Regulatory,,2/03/2026,Regulatory obligation; verify local implementation specifics,,ASSUMED,1,0,e_0f2dbb7064,,1,,1,ASSUMED
e1593,us_rivian__reg,us_rivian__ota,MANDATORY REPORTING,hard,us,Policy/Regulatory,NHTSA (Vehicle Cybersecurity),https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/812333_cybersecurityformodernvehicles.pdf,2/03/2026,US guidance is voluntary; treat as best practice.,VERIFIED,1,1,e_f61492e54e,,0,2/03/2026,4,VERIFIED
e1594,us_rivian__api,us_rivian__dms,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_272315956f,,1,,1,ASSUMED
e1595,us_rivian__tier1__bosch,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a70946a73f,,1,,1,ASSUMED
e1596,us_rivian__tier1__continental,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_6c70f2e129,,1,,1,ASSUMED
e1597,us_rivian__tier1__zf,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b8ed6d63d0,,1,,1,ASSUMED
e1598,us_rivian__tier1__valeo,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_5638fd1b88,,1,,1,ASSUMED
e1599,us_rivian__tier1__forvia,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c70aa1a35d,,1,,1,ASSUMED
e1600,us_rivian__tier1__aptiv,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_e45ce3259a,,1,,1,ASSUMED
e1601,us_rivian__tier1__magna_international,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c412604069,,1,,1,ASSUMED
e1602,us_rivian__tier1__lear_corporation,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_161a9b5f68,,1,,1,ASSUMED
e1603,us_rivian__tier1__denso,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3729f20d85,,1,,1,ASSUMED
e1604,us_rivian__tier1__aisin,us_rivian__tcu,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_dc71e7a974,,1,,1,ASSUMED
e1605,us_rivian__battery__catl,us_rivian__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_f5b64416e9,,1,,1,ASSUMED
e1606,us_rivian__battery__byd_battery,us_rivian__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7454d85d04,,1,,1,ASSUMED
e1607,us_rivian__battery__lg_energy_solution,us_rivian__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_94459ee155,,1,,1,ASSUMED
e1608,us_rivian__battery__sk_on,us_rivian__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_791137d7b5,,1,,1,ASSUMED
e1609,us_rivian__battery__samsung_sdi,us_rivian__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_eab61febc2,,1,,1,ASSUMED
e1610,us_rivian__battery__panasonic_energy,us_rivian__holdco,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_adf92be05c,,1,,1,ASSUMED
e1611,us_rivian__chip__nvidia,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_81ca0bf96c,,1,,1,ASSUMED
e1612,us_rivian__chip__qualcomm,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_4226d8f0af,,1,,1,ASSUMED
e1613,us_rivian__chip__nxp,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_02752cab0d,,1,,1,ASSUMED
e1614,us_rivian__chip__renesas,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_eb71b5f308,,1,,1,ASSUMED
e1615,us_rivian__chip__infineon,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_cc6fb243f3,,1,,1,ASSUMED
e1616,us_rivian__chip__stmicroelectronics,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9b84efc070,,1,,1,ASSUMED
e1617,us_rivian__chip__texas_instruments,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_f9c28aafce,,1,,1,ASSUMED
e1618,us_rivian__chip__intel,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_3615e747c2,,1,,1,ASSUMED
e1619,us_rivian__chip__mobileye,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7e06e037b4,,1,,1,ASSUMED
e1620,us_rivian__chip__amd,us_rivian__os,SUPPLIES,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_b6c074b6a5,,1,,1,ASSUMED
e1621,us_rivian__telco__verizon,us_rivian__carrier,PARTNERS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_9aa9cc34f8,,1,,1,ASSUMED
e1622,us_rivian__telco__at_t,us_rivian__carrier,PARTNERS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_aa9b0a54d4,,1,,1,ASSUMED
e1623,us_rivian__telco__t_mobile,us_rivian__carrier,PARTNERS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_1b3f940371,,1,,1,ASSUMED
e1624,us_rivian__cloudvendor__aws,us_rivian__cloud,HOSTS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_1a93c6d96e,,1,,1,ASSUMED
e1625,us_rivian__cloudvendor__microsoft_azure,us_rivian__cloud,HOSTS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_7877cb534c,,1,,1,ASSUMED
e1626,us_rivian__cloudvendor__google_cloud,us_rivian__cloud,HOSTS,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_c86f4aefab,,1,,1,ASSUMED
e1627,us_rivian__api,us_rivian__ins__geico,POTENTIAL TELEMATICS PARTNER,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_8e7acc5932,,1,,1,ASSUMED
e1628,us_rivian__api,us_rivian__ins__progressive,POTENTIAL TELEMATICS PARTNER,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a3a0268e89,,1,,1,ASSUMED
e1629,us_rivian__api,us_rivian__ins__state_farm,POTENTIAL TELEMATICS PARTNER,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_49cc108245,,1,,1,ASSUMED
e1630,us_rivian__api,us_rivian__chg__electrify_america,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_714bc6e179,,1,,1,ASSUMED
e1631,us_rivian__api,us_rivian__chg__chargepoint,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_389bad6f00,,1,,1,ASSUMED
e1632,us_rivian__api,us_rivian__chg__evgo,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_e2f2a57ec2,,1,,1,ASSUMED
e1633,us_rivian__api,us_rivian__chg__tesla_supercharger,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_42c5472a88,,1,,1,ASSUMED
e1634,us_rivian__adas__mobileye,us_rivian__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_ef185094a6,,1,,1,ASSUMED
e1635,us_rivian__adas__mobileye,us_rivian__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_151396623a,,1,,1,ASSUMED
e1636,us_rivian__adas__nvidia_drive,us_rivian__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_f8177f7028,,1,,1,ASSUMED
e1637,us_rivian__adas__nvidia_drive,us_rivian__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_23c424da12,,1,,1,ASSUMED
e1638,us_rivian__adas__qualcomm_snapdragon_ride,us_rivian__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_a095168d58,,1,,1,ASSUMED
e1639,us_rivian__adas__qualcomm_snapdragon_ride,us_rivian__tcu,EXPOSES DATA,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,1,0,e_ebe14a4634,,1,,1,ASSUMED
e1640,us_rivian__adas__bosch_adas,us_rivian__os,INTEGRATES WITH,soft,us,Modelled (industry pattern),,2/03/2026,Illustrative relationship; validate per OEM/program,,ASSUMED,0,0,e_30adc286c6,,1,,1,ASSUMED
